anio,funcion,sexo,decil,valor_millones
2023,Compras y administración,Mujeres,Total,470749.996
2023,Compras y administración,Mujeres,I,34759.357
2023,Compras y administración,Mujeres,II,34932.585
2023,Compras y administración,Mujeres,III,39079.947
2023,Compras y administración,Mujeres,IV,37088.084
2023,Compras y administración,Mujeres,V,45823.507
2023,Compras y administración,Mujeres,VI,47150.608
2023,Compras y administración,Mujeres,VII,52346.167
2023,Compras y administración,Mujeres,VIII,54284.088
2023,Compras y administración,Mujeres,IX,58446.642
2023,Compras y administración,Mujeres,X,66839.011
2024,Compras y administración,Mujeres,Total,490409.518
2024,Compras y administración,Mujeres,I,38359.989
2024,Compras y administración,Mujeres,II,37578.428
2024,Compras y administración,Mujeres,III,41941.414
2024,Compras y administración,Mujeres,IV,37995.973
2024,Compras y administración,Mujeres,V,48281.08
2024,Compras y administración,Mujeres,VI,49831.046
2024,Compras y administración,Mujeres,VII,54577.906
2024,Compras y administración,Mujeres,VIII,55323.009
2024,Compras y administración,Mujeres,IX,60918.163
2024,Compras y administración,Mujeres,X,65602.51
2003,Compras y administración,Hombres,Total,85955.1
2003,Compras y administración,Hombres,I,5703.731
2003,Compras y administración,Hombres,II,5681.566
2003,Compras y administración,Hombres,III,7413.367
2003,Compras y administración,Hombres,IV,7332.887
2003,Compras y administración,Hombres,V,7639.321
2003,Compras y administración,Hombres,VI,8250.293
2003,Compras y administración,Hombres,VII,9121.992
2003,Compras y administración,Hombres,VIII,8622.523
2003,Compras y administración,Hombres,IX,9732.044
2003,Compras y administración,Hombres,X,16457.375
2004,Compras y administración,Hombres,Total,91326.786
2004,Compras y administración,Hombres,I,5863.582
2004,Compras y administración,Hombres,II,5942.11
2004,Compras y administración,Hombres,III,7705.435
2004,Compras y administración,Hombres,IV,7693.4
2004,Compras y administración,Hombres,V,8101.853
2004,Compras y administración,Hombres,VI,8813.118
2004,Compras y administración,Hombres,VII,9696.991
2004,Compras y administración,Hombres,VIII,9492.108
2004,Compras y administración,Hombres,IX,10664.027
2004,Compras y administración,Hombres,X,17354.161
2005,Compras y administración,Hombres,Total,98170.448
2005,Compras y administración,Hombres,I,6148.218
2005,Compras y administración,Hombres,II,6378.621
2005,Compras y administración,Hombres,III,8064.097
2005,Compras y administración,Hombres,IV,8222.619
2005,Compras y administración,Hombres,V,8745.215
2005,Compras y administración,Hombres,VI,9651.234
2005,Compras y administración,Hombres,VII,10468.129
2005,Compras y administración,Hombres,VIII,10554.639
2005,Compras y administración,Hombres,IX,11826.047
2005,Compras y administración,Hombres,X,18111.629
2006,Compras y administración,Hombres,Total,101584.118
2006,Compras y administración,Hombres,I,6133.809
2006,Compras y administración,Hombres,II,6523.953
2006,Compras y administración,Hombres,III,8175.037
2006,Compras y administración,Hombres,IV,8413.124
2006,Compras y administración,Hombres,V,9019.096
2006,Compras y administración,Hombres,VI,10065.728
2006,Compras y administración,Hombres,VII,10849.634
2006,Compras y administración,Hombres,VIII,11283.106
2006,Compras y administración,Hombres,IX,12606.947
2006,Compras y administración,Hombres,X,18513.684
2007,Compras y administración,Hombres,Total,105543.489
2007,Compras y administración,Hombres,I,6127.958
2007,Compras y administración,Hombres,II,6673.779
2007,Compras y administración,Hombres,III,8266.361
2007,Compras y administración,Hombres,IV,8625.155
2007,Compras y administración,Hombres,V,9357.86
2007,Compras y administración,Hombres,VI,10575.17
2007,Compras y administración,Hombres,VII,11283.153
2007,Compras y administración,Hombres,VIII,12124.096
2007,Compras y administración,Hombres,IX,13573.81
2007,Compras y administración,Hombres,X,18936.147
2008,Compras y administración,Hombres,Total,108076.812
2008,Compras y administración,Hombres,I,6008.578
2008,Compras y administración,Hombres,II,6737.032
2008,Compras y administración,Hombres,III,8253.467
2008,Compras y administración,Hombres,IV,8721.005
2008,Compras y administración,Hombres,V,9555.91
2008,Compras y administración,Hombres,VI,10971.004
2008,Compras y administración,Hombres,VII,11561.971
2008,Compras y administración,Hombres,VIII,12843.58
2008,Compras y administración,Hombres,IX,14401.143
2008,Compras y administración,Hombres,X,19023.121
2009,Compras y administración,Hombres,Total,103899.354
2009,Compras y administración,Hombres,I,5429.246
2009,Compras y administración,Hombres,II,6328.389
2009,Compras y administración,Hombres,III,7671.658
2009,Compras y administración,Hombres,IV,8221.151
2009,Compras y administración,Hombres,V,9139.626
2009,Compras y administración,Hombres,VI,10677.581
2009,Compras y administración,Hombres,VII,11125.569
2009,Compras y administración,Hombres,VIII,12883.369
2009,Compras y administración,Hombres,IX,14459.061
2009,Compras y administración,Hombres,X,17963.704
2010,Compras y administración,Hombres,Total,116046.278
2010,Compras y administración,Hombres,I,5979.567
2010,Compras y administración,Hombres,II,6930.565
2010,Compras y administración,Hombres,III,8627.186
2010,Compras y administración,Hombres,IV,9286.227
2010,Compras y administración,Hombres,V,10355.37
2010,Compras y administración,Hombres,VI,11755.846
2010,Compras y administración,Hombres,VII,12560.646
2010,Compras y administración,Hombres,VIII,14452.402
2010,Compras y administración,Hombres,IX,16161.607
2010,Compras y administración,Hombres,X,19936.861
2011,Compras y administración,Hombres,Total,120609.49
2011,Compras y administración,Hombres,I,6124.515
2011,Compras y administración,Hombres,II,7058.275
2011,Compras y administración,Hombres,III,8966.566
2011,Compras y administración,Hombres,IV,9755.822
2011,Compras y administración,Hombres,V,10917.305
2011,Compras y administración,Hombres,VI,12083.849
2011,Compras y administración,Hombres,VII,13188.121
2011,Compras y administración,Hombres,VIII,15088.984
2011,Compras y administración,Hombres,IX,16839.588
2011,Compras y administración,Hombres,X,20586.464
2012,Compras y administración,Hombres,Total,129417.172
2012,Compras y administración,Hombres,I,6461.971
2012,Compras y administración,Hombres,II,7396.659
2012,Compras y administración,Hombres,III,9643.895
2012,Compras y administración,Hombres,IV,10542.606
2012,Compras y administración,Hombres,V,11875.659
2012,Compras y administración,Hombres,VI,12802.214
2012,Compras y administración,Hombres,VII,14282.607
2012,Compras y administración,Hombres,VIII,16245.672
2012,Compras y administración,Hombres,IX,18119.945
2012,Compras y administración,Hombres,X,22045.944
2013,Compras y administración,Hombres,Total,138219.728
2013,Compras y administración,Hombres,I,6793.967
2013,Compras y administración,Hombres,II,7739.8
2013,Compras y administración,Hombres,III,10334.378
2013,Compras y administración,Hombres,IV,11347.703
2013,Compras y administración,Hombres,V,12844.013
2013,Compras y administración,Hombres,VI,13508.486
2013,Compras y administración,Hombres,VII,15385.506
2013,Compras y administración,Hombres,VIII,17389.548
2013,Compras y administración,Hombres,IX,19388.282
2013,Compras y administración,Hombres,X,23488.047
2014,Compras y administración,Hombres,Total,148711.541
2014,Compras y administración,Hombres,I,7462.201
2014,Compras y administración,Hombres,II,8392.828
2014,Compras y administración,Hombres,III,11291.744
2014,Compras y administración,Hombres,IV,12611.216
2014,Compras y administración,Hombres,V,13923.46
2014,Compras y administración,Hombres,VI,14171.677
2014,Compras y administración,Hombres,VII,16549.032
2014,Compras y administración,Hombres,VIII,18560.495
2014,Compras y administración,Hombres,IX,20828.04
2014,Compras y administración,Hombres,X,24920.847
2015,Compras y administración,Hombres,Total,160303.081
2015,Compras y administración,Hombres,I,7955.478
2015,Compras y administración,Hombres,II,8969.63
2015,Compras y administración,Hombres,III,12058.241
2015,Compras y administración,Hombres,IV,13507.131
2015,Compras y administración,Hombres,V,15162.178
2015,Compras y administración,Hombres,VI,15218.086
2015,Compras y administración,Hombres,VII,17973.07
2015,Compras y administración,Hombres,VIII,19879.515
2015,Compras y administración,Hombres,IX,22555.174
2015,Compras y administración,Hombres,X,27024.578
2016,Compras y administración,Hombres,Total,187088.644
2016,Compras y administración,Hombres,I,9184.884
2016,Compras y administración,Hombres,II,10379.577
2016,Compras y administración,Hombres,III,13966.249
2016,Compras y administración,Hombres,IV,15684.074
2016,Compras y administración,Hombres,V,17867.136
2016,Compras y administración,Hombres,VI,17703.472
2016,Compras y administración,Hombres,VII,21120.224
2016,Compras y administración,Hombres,VIII,23058.281
2016,Compras y administración,Hombres,IX,26423.331
2016,Compras y administración,Hombres,X,31701.415
2017,Compras y administración,Hombres,Total,199781.914
2017,Compras y administración,Hombres,I,9766.032
2017,Compras y administración,Hombres,II,11057.925
2017,Compras y administración,Hombres,III,14767.494
2017,Compras y administración,Hombres,IV,16606.297
2017,Compras y administración,Hombres,V,19186.62
2017,Compras y administración,Hombres,VI,18868.368
2017,Compras y administración,Hombres,VII,22661.041
2017,Compras y administración,Hombres,VIII,24537.209
2017,Compras y administración,Hombres,IX,28349.707
2017,Compras y administración,Hombres,X,33981.221
2018,Compras y administración,Hombres,Total,222495.661
2018,Compras y administración,Hombres,I,10793.979
2018,Compras y administración,Hombres,II,12238.297
2018,Compras y administración,Hombres,III,16351.918
2018,Compras y administración,Hombres,IV,18388.093
2018,Compras y administración,Hombres,V,21492.312
2018,Compras y administración,Hombres,VI,20966.706
2018,Compras y administración,Hombres,VII,25346.624
2018,Compras y administración,Hombres,VIII,27198.743
2018,Compras y administración,Hombres,IX,31682.261
2018,Compras y administración,Hombres,X,38036.729
2019,Compras y administración,Hombres,Total,232900.913
2019,Compras y administración,Hombres,I,11215.014
2019,Compras y administración,Hombres,II,12723.699
2019,Compras y administración,Hombres,III,17032.171
2019,Compras y administración,Hombres,IV,19152.935
2019,Compras y administración,Hombres,V,22634.878
2019,Compras y administración,Hombres,VI,21886.394
2019,Compras y administración,Hombres,VII,26652.641
2019,Compras y administración,Hombres,VIII,28337.149
2019,Compras y administración,Hombres,IX,33253.115
2019,Compras y administración,Hombres,X,40012.916
2020,Compras y administración,Hombres,Total,238719.953
2020,Compras y administración,Hombres,I,11541.58
2020,Compras y administración,Hombres,II,13339.641
2020,Compras y administración,Hombres,III,17573.982
2020,Compras y administración,Hombres,IV,19821.882
2020,Compras y administración,Hombres,V,22939.209
2020,Compras y administración,Hombres,VI,22891.998
2020,Compras y administración,Hombres,VII,27172.662
2020,Compras y administración,Hombres,VIII,29050.091
2020,Compras y administración,Hombres,IX,33914.592
2020,Compras y administración,Hombres,X,40474.317
2021,Compras y administración,Hombres,Total,253881.129
2021,Compras y administración,Hombres,I,12370.75
2021,Compras y administración,Hombres,II,14508.057
2021,Compras y administración,Hombres,III,18827.655
2021,Compras y administración,Hombres,IV,21251.889
2021,Compras y administración,Hombres,V,24078.913
2021,Compras y administración,Hombres,VI,24827.583
2021,Compras y administración,Hombres,VII,28734.884
2021,Compras y administración,Hombres,VIII,30943.128
2021,Compras y administración,Hombres,IX,35799.126
2021,Compras y administración,Hombres,X,42539.144
2022,Compras y administración,Hombres,Total,297190.844
2022,Compras y administración,Hombres,I,14409.477
2022,Compras y administración,Hombres,II,16909.807
2022,Compras y administración,Hombres,III,22009.151
2022,Compras y administración,Hombres,IV,24885.621
2022,Compras y administración,Hombres,V,28222.37
2022,Compras y administración,Hombres,VI,29074.386
2022,Compras y administración,Hombres,VII,33648.849
2022,Compras y administración,Hombres,VIII,36266.87
2022,Compras y administración,Hombres,IX,41908.1
2022,Compras y administración,Hombres,X,49856.213
2023,Compras y administración,Hombres,Total,332982.533
2023,Compras y administración,Hombres,I,16299.193
2023,Compras y administración,Hombres,II,19426.572
2023,Compras y administración,Hombres,III,24849.189
2023,Compras y administración,Hombres,IV,27967.697
2023,Compras y administración,Hombres,V,31142.519
2023,Compras y administración,Hombres,VI,33372.129
2023,Compras y administración,Hombres,VII,37377.066
2023,Compras y administración,Hombres,VIII,40742.148
2023,Compras y administración,Hombres,IX,46618.555
2023,Compras y administración,Hombres,X,55187.465
2024,Compras y administración,Hombres,Total,346305.812
2024,Compras y administración,Hombres,I,17343.044
2024,Compras y administración,Hombres,II,21296.287
2024,Compras y administración,Hombres,III,26325.916
2024,Compras y administración,Hombres,IV,29308.439
2024,Compras y administración,Hombres,V,31390.351
2024,Compras y administración,Hombres,VI,36343.576
2024,Compras y administración,Hombres,VII,38199.005
2024,Compras y administración,Hombres,VIII,42522.259
2024,Compras y administración,Hombres,IX,47771.29
2024,Compras y administración,Hombres,X,55805.645
2003,Cuidados y apoyo,Total,Total,362746.435
2003,Cuidados y apoyo,Total,I,22263.361
2003,Cuidados y apoyo,Total,II,30615.234
2003,Cuidados y apoyo,Total,III,36770.259
2003,Cuidados y apoyo,Total,IV,34058.918
2003,Cuidados y apoyo,Total,V,40545.447
2003,Cuidados y apoyo,Total,VI,40411.878
2003,Cuidados y apoyo,Total,VII,38802.4
2003,Cuidados y apoyo,Total,VIII,38844.177
2003,Cuidados y apoyo,Total,IX,41565.276
2003,Cuidados y apoyo,Total,X,38869.484
2004,Cuidados y apoyo,Total,Total,411718.232
2004,Cuidados y apoyo,Total,I,26086.197
2004,Cuidados y apoyo,Total,II,34305.994
2004,Cuidados y apoyo,Total,III,40936.301
2004,Cuidados y apoyo,Total,IV,39835.68
2004,Cuidados y apoyo,Total,V,45078.319
2004,Cuidados y apoyo,Total,VI,46148.842
2004,Cuidados y apoyo,Total,VII,44684.105
2004,Cuidados y apoyo,Total,VIII,43414.164
2004,Cuidados y apoyo,Total,IX,47018.577
2004,Cuidados y apoyo,Total,X,44210.053
2005,Cuidados y apoyo,Total,Total,420629.927
2005,Cuidados y apoyo,Total,I,27337.855
2005,Cuidados y apoyo,Total,II,34619.479
2005,Cuidados y apoyo,Total,III,41101.504
2005,Cuidados y apoyo,Total,IV,41767.106
2005,Cuidados y apoyo,Total,V,45129.074
2005,Cuidados y apoyo,Total,VI,47414.625
2005,Cuidados y apoyo,Total,VII,46238.125
2005,Cuidados y apoyo,Total,VIII,43765.275
2005,Cuidados y apoyo,Total,IX,47905.008
2005,Cuidados y apoyo,Total,X,45351.877
