periodo,sexo,poblacion,nivel_ingreso,nivel_instruccion
Cuarto trimestre del 2005,Hombre,2051437.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Cuarto trimestre del 2005,Mujer,1140287.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Tercer trimestre del 2005,Hombre,2062219.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Tercer trimestre del 2005,Mujer,1070114.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Segundo trimestre del 2005,Hombre,1951367.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Segundo trimestre del 2005,Mujer,1035922.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Primer trimestre del 2005,Hombre,1977725.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Primer trimestre del 2005,Mujer,989527.0,Más de 2 hasta 3 salarios mínimos,Secundaria completa
Cuarto trimestre del 2025,Hombre,1771758.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2025,Mujer,1096922.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2025,Hombre,1651366.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2025,Mujer,964455.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2025,Hombre,1605628.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2025,Mujer,967806.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2025,Hombre,1568536.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2025,Mujer,883051.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2024,Hombre,1975438.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2024,Mujer,1214923.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2024,Hombre,2014426.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2024,Mujer,1361452.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2024,Hombre,2025322.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2024,Mujer,1306980.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2024,Hombre,1949899.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2024,Mujer,1173575.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2023,Hombre,2144063.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2023,Mujer,1322136.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2023,Hombre,2123894.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2023,Mujer,1249218.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2023,Hombre,1982607.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2023,Mujer,1137253.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2023,Hombre,2021432.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2023,Mujer,1197575.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2022,Hombre,2239351.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2022,Mujer,1425406.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2022,Hombre,2189508.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2022,Mujer,1406128.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2022,Hombre,2118247.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2022,Mujer,1341803.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2022,Hombre,2095142.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2022,Mujer,1358371.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2021,Hombre,2561275.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2021,Mujer,1678854.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2021,Hombre,2404835.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2021,Mujer,1628863.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2021,Hombre,2403842.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2021,Mujer,1584026.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2021,Hombre,2348042.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2021,Mujer,1549759.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2020,Hombre,2370553.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2020,Mujer,1682787.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2020,Hombre,2445533.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2020,Mujer,1635437.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2020,Hombre,2562082.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2020,Mujer,1723459.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2019,Hombre,2602263.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2019,Mujer,1573890.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2019,Hombre,2647547.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2019,Mujer,1570438.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2019,Hombre,2596638.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2019,Mujer,1586822.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2019,Hombre,2625991.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2019,Mujer,1546877.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2018,Hombre,2234968.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2018,Mujer,1415271.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2018,Hombre,2264118.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2018,Mujer,1424630.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2018,Hombre,2278377.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2018,Mujer,1423459.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2018,Hombre,2178158.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2018,Mujer,1399863.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2017,Hombre,2292751.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2017,Mujer,1504656.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2017,Hombre,2277106.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2017,Mujer,1573914.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2017,Hombre,2313462.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2017,Mujer,1523663.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2017,Hombre,2401899.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2017,Mujer,1519405.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2016,Hombre,2243372.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2016,Mujer,1394329.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2016,Hombre,2151189.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2016,Mujer,1424256.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2016,Hombre,2171523.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2016,Mujer,1334900.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2016,Hombre,2075429.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2016,Mujer,1339384.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2015,Hombre,2075924.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2015,Mujer,1357835.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2015,Hombre,2016308.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2015,Mujer,1310588.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2015,Hombre,1975649.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2015,Mujer,1311071.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2015,Hombre,1849447.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2015,Mujer,1205575.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2014,Hombre,1907173.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2014,Mujer,1279332.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2014,Hombre,1888734.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2014,Mujer,1264966.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2014,Hombre,1855816.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2014,Mujer,1274601.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2014,Hombre,1938434.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2014,Mujer,1268792.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2013,Hombre,1793719.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2013,Mujer,1192278.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2013,Hombre,1699385.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2013,Mujer,1212152.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2013,Hombre,1693019.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2013,Mujer,1161912.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2013,Hombre,1747910.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2013,Mujer,1123452.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2012,Hombre,1822468.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2012,Mujer,1156967.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2012,Hombre,1796436.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2012,Mujer,1143137.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2012,Hombre,1737138.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2012,Mujer,1146411.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2012,Hombre,1760044.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2012,Mujer,1119250.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2011,Hombre,1610916.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2011,Mujer,1130226.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2011,Hombre,1582508.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2011,Mujer,1061833.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2011,Hombre,1596326.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2011,Mujer,1074073.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2011,Hombre,1644211.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2011,Mujer,1043612.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2010,Hombre,1492835.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2010,Mujer,960326.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2010,Hombre,1450694.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2010,Mujer,964965.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2010,Hombre,1420400.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2010,Mujer,951028.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2010,Hombre,1424063.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2010,Mujer,939570.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2009,Hombre,1294330.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2009,Mujer,868356.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2009,Hombre,1212284.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2009,Mujer,824598.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2009,Hombre,1158220.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2009,Mujer,842346.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2009,Hombre,1230027.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2009,Mujer,865726.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2008,Hombre,1286394.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2008,Mujer,909615.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2008,Hombre,1263232.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2008,Mujer,928156.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2008,Hombre,1275644.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2008,Mujer,903135.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2008,Hombre,1289841.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2008,Mujer,938063.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2007,Hombre,1168778.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2007,Mujer,892125.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2007,Hombre,1142826.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2007,Mujer,866985.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2007,Hombre,1135805.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2007,Mujer,870409.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2007,Hombre,1140468.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2007,Mujer,813078.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2006,Hombre,1147778.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2006,Mujer,821847.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2006,Hombre,1199512.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2006,Mujer,854325.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2006,Hombre,1162396.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2006,Mujer,795953.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2006,Hombre,1153889.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2006,Mujer,791534.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2005,Hombre,983763.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2005,Mujer,703490.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2005,Hombre,933494.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Tercer trimestre del 2005,Mujer,646093.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2005,Hombre,930978.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Segundo trimestre del 2005,Mujer,653847.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2005,Hombre,966722.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Primer trimestre del 2005,Mujer,635823.0,Más de 2 hasta 3 salarios mínimos,Medio superior y superior
Cuarto trimestre del 2025,Hombre,19497.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2025,Mujer,4170.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2025,Hombre,12857.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2025,Mujer,4404.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2025,Hombre,20073.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2025,Mujer,667.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2025,Hombre,12912.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2025,Mujer,4336.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2024,Hombre,13534.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2024,Mujer,1883.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2024,Hombre,16278.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2024,Mujer,2488.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2024,Hombre,26729.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2024,Mujer,3977.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2024,Hombre,17918.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2024,Mujer,3641.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2023,Hombre,18068.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2023,Mujer,4033.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2023,Hombre,31376.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2023,Mujer,4416.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2023,Hombre,30953.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2023,Mujer,3185.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2023,Hombre,23830.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2023,Mujer,4050.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2022,Hombre,34153.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2022,Mujer,5593.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2022,Hombre,26394.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2022,Mujer,5956.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2022,Hombre,26509.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2022,Mujer,4381.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2022,Hombre,30740.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2022,Mujer,4350.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2021,Hombre,94288.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2021,Mujer,13466.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2021,Hombre,76880.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2021,Mujer,17677.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2021,Hombre,69231.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2021,Mujer,20452.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2021,Hombre,79518.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2021,Mujer,11096.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2020,Hombre,71249.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2020,Mujer,15390.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2020,Hombre,50497.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2020,Mujer,21144.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2020,Hombre,80255.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2020,Mujer,14615.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2019,Hombre,132558.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2019,Mujer,13273.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2019,Hombre,122141.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2019,Mujer,15101.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2019,Hombre,117185.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2019,Mujer,17947.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2019,Hombre,132834.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2019,Mujer,17920.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2018,Hombre,239190.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2018,Mujer,36148.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2018,Hombre,234024.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2018,Mujer,32441.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2018,Hombre,244782.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2018,Mujer,25971.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2018,Hombre,242780.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2018,Mujer,37012.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2017,Hombre,232357.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2017,Mujer,41704.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2017,Hombre,258843.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2017,Mujer,42414.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2017,Hombre,266329.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2017,Mujer,33517.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2017,Hombre,264849.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2017,Mujer,34143.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2016,Hombre,288412.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2016,Mujer,44278.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2016,Hombre,268913.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2016,Mujer,43991.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2016,Hombre,280045.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2016,Mujer,46800.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2016,Hombre,265455.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2016,Mujer,35024.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2015,Hombre,385318.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2015,Mujer,51861.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2015,Hombre,367743.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2015,Mujer,47553.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2015,Hombre,365833.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2015,Mujer,52507.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2015,Hombre,402298.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Primer trimestre del 2015,Mujer,70780.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2014,Hombre,351163.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Cuarto trimestre del 2014,Mujer,59347.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2014,Hombre,365663.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Tercer trimestre del 2014,Mujer,60426.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2014,Hombre,373987.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
Segundo trimestre del 2014,Mujer,57992.0,Más de 3 hasta 5 salarios mínimos,Primaria incompleta
