periodo,sexo,poblacion,nivel_ingreso,nivel_instruccion
Cuarto trimestre del 2024,Hombre,1846883.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2024,Mujer,596629.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2024,Hombre,1934562.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2024,Mujer,563600.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2024,Hombre,1894087.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2024,Mujer,564576.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2024,Hombre,1861301.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2024,Mujer,543275.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2023,Hombre,2148507.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2023,Mujer,773105.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2023,Hombre,2088845.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2023,Mujer,743396.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2023,Hombre,2114126.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2023,Mujer,735820.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2023,Hombre,2132885.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2023,Mujer,695052.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2022,Hombre,2145246.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2022,Mujer,791574.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2022,Hombre,2039446.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2022,Mujer,752548.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2022,Hombre,2091836.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2022,Mujer,710319.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2022,Hombre,2012082.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2022,Mujer,662202.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2021,Hombre,2231201.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2021,Mujer,1050889.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2021,Hombre,2210860.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2021,Mujer,983339.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2021,Hombre,2182558.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2021,Mujer,978761.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2021,Hombre,2166586.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2021,Mujer,908745.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2020,Hombre,2096805.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2020,Mujer,1001453.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2020,Hombre,2055055.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2020,Mujer,965330.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2020,Hombre,2430425.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2020,Mujer,1136455.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2019,Hombre,2099442.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2019,Mujer,1153217.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2019,Hombre,2129650.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2019,Mujer,1129131.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2019,Hombre,2146225.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2019,Mujer,1153165.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2019,Hombre,2154034.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2019,Mujer,1094703.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2018,Hombre,1866636.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2018,Mujer,1154455.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2018,Hombre,2000693.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2018,Mujer,1116198.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2018,Hombre,2060565.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2018,Mujer,1129977.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2018,Hombre,2038811.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2018,Mujer,1126953.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2017,Hombre,1910647.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2017,Mujer,1167137.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2017,Hombre,1747792.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2017,Mujer,1130345.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2017,Hombre,1844061.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2017,Mujer,1180096.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2017,Hombre,1938206.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2017,Mujer,1176784.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2016,Hombre,1833750.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2016,Mujer,1141070.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2016,Hombre,1817641.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2016,Mujer,1103703.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2016,Hombre,1831641.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2016,Mujer,1157970.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2016,Hombre,1840185.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2016,Mujer,1157015.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2015,Hombre,1598086.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2015,Mujer,1148097.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2015,Hombre,1706294.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2015,Mujer,1118455.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2015,Hombre,1741609.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2015,Mujer,1145212.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2015,Hombre,1719708.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2015,Mujer,1146358.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2014,Hombre,1556664.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2014,Mujer,1139071.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2014,Hombre,1575554.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2014,Mujer,1130205.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2014,Hombre,1597287.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2014,Mujer,1108548.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2014,Hombre,1613486.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2014,Mujer,1153351.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2013,Hombre,1548606.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2013,Mujer,1189145.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2013,Hombre,1653703.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2013,Mujer,1160867.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2013,Hombre,1623013.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2013,Mujer,1201604.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2013,Hombre,1660860.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2013,Mujer,1224544.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2012,Hombre,1580442.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2012,Mujer,1173613.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2012,Hombre,1596904.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2012,Mujer,1156632.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2012,Hombre,1656380.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2012,Mujer,1205144.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2012,Hombre,1655093.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2012,Mujer,1141434.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2011,Hombre,1506357.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2011,Mujer,1128434.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2011,Hombre,1503412.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2011,Mujer,1093048.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2011,Hombre,1518605.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2011,Mujer,1096984.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2011,Hombre,1502455.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2011,Mujer,1062572.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2010,Hombre,1501569.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2010,Mujer,1082442.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2010,Hombre,1566103.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2010,Mujer,1096355.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2010,Hombre,1558254.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2010,Mujer,1149321.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2010,Hombre,1655997.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2010,Mujer,1124520.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2009,Hombre,1499096.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2009,Mujer,1144846.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2009,Hombre,1543737.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2009,Mujer,1096914.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2009,Hombre,1496474.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2009,Mujer,1088429.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2009,Hombre,1536752.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2009,Mujer,1168557.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2008,Hombre,1293398.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2008,Mujer,1040338.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2008,Hombre,1334722.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2008,Mujer,1016484.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2008,Hombre,1321905.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2008,Mujer,1100823.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2008,Hombre,1321395.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2008,Mujer,1082965.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2007,Hombre,1350224.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2007,Mujer,1071791.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2007,Hombre,1309131.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2007,Mujer,1045093.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2007,Hombre,1361550.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2007,Mujer,1051819.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2007,Hombre,1412130.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2007,Mujer,1081314.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2006,Hombre,1435289.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2006,Mujer,1006480.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2006,Hombre,1387495.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2006,Mujer,1042289.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2006,Hombre,1426808.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2006,Mujer,1067841.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2006,Hombre,1453967.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2006,Mujer,1083829.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2005,Hombre,1471583.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2005,Mujer,1033413.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2005,Hombre,1517166.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Tercer trimestre del 2005,Mujer,1031819.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2005,Hombre,1555490.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Segundo trimestre del 2005,Mujer,1128929.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2005,Hombre,1581101.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Primer trimestre del 2005,Mujer,1082815.0,Más de 1 hasta 2 salarios mínimos,Primaria completa
Cuarto trimestre del 2025,Hombre,4540805.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2025,Mujer,1961190.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2025,Hombre,4127175.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2025,Mujer,1789875.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2025,Hombre,4109458.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2025,Mujer,1748169.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2025,Hombre,4027009.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2025,Mujer,1685152.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2024,Hombre,4512860.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2024,Mujer,2039043.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2024,Hombre,4480835.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2024,Mujer,2076545.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2024,Hombre,4498727.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2024,Mujer,1933270.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2024,Hombre,4332762.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2024,Mujer,1877398.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2023,Hombre,4827474.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2023,Mujer,2467791.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2023,Hombre,4827378.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2023,Mujer,2372577.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2023,Hombre,4775530.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2023,Mujer,2332767.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2023,Hombre,4806814.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2023,Mujer,2209776.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2022,Hombre,4795954.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2022,Mujer,2462651.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2022,Hombre,4676741.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2022,Mujer,2323960.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2022,Hombre,4603229.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2022,Mujer,2243707.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2022,Hombre,4500658.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2022,Mujer,2142607.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2021,Hombre,4834242.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2021,Mujer,2858651.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2021,Hombre,4805497.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2021,Mujer,2795319.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2021,Hombre,4769145.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2021,Mujer,2710412.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2021,Hombre,4815138.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2021,Mujer,2582610.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2020,Hombre,4486641.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2020,Mujer,2630279.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2020,Hombre,4272964.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2020,Mujer,2342989.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2020,Hombre,4916823.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2020,Mujer,2946871.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2019,Hombre,4150259.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2019,Mujer,2812421.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2019,Hombre,4223872.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2019,Mujer,2771153.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2019,Hombre,4189963.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2019,Mujer,2760036.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2019,Hombre,4153276.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2019,Mujer,2589633.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2018,Hombre,3469942.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2018,Mujer,2485316.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2018,Hombre,3500005.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2018,Mujer,2453605.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2018,Hombre,3526893.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2018,Mujer,2483149.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2018,Hombre,3603221.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2018,Mujer,2460906.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2017,Hombre,3145799.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2017,Mujer,2422756.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2017,Hombre,2991734.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2017,Mujer,2391354.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2017,Hombre,3094317.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2017,Mujer,2427110.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2017,Hombre,3103965.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2017,Mujer,2455157.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2016,Hombre,2910163.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2016,Mujer,2365160.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2016,Hombre,2923957.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2016,Mujer,2340241.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2016,Hombre,2946018.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2016,Mujer,2374401.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2016,Hombre,3060885.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2016,Mujer,2306843.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2015,Hombre,2598062.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2015,Mujer,2258177.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2015,Hombre,2715087.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2015,Mujer,2296023.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2015,Hombre,2711763.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2015,Mujer,2162083.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2015,Hombre,2659404.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2015,Mujer,2133092.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2014,Hombre,2496645.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2014,Mujer,2107792.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2014,Hombre,2461181.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2014,Mujer,2023400.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2014,Hombre,2456087.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2014,Mujer,2089576.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2014,Hombre,2447950.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2014,Mujer,2065540.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2013,Hombre,2401242.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2013,Mujer,2063133.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2013,Hombre,2460416.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2013,Mujer,2029448.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2013,Hombre,2527020.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2013,Mujer,2106643.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2013,Hombre,2412429.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2013,Mujer,1994724.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2012,Hombre,2243068.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2012,Mujer,1925079.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2012,Hombre,2318025.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2012,Mujer,1933108.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2012,Hombre,2267980.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Segundo trimestre del 2012,Mujer,1967441.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2012,Hombre,2321724.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Primer trimestre del 2012,Mujer,1975490.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2011,Hombre,2115232.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Cuarto trimestre del 2011,Mujer,1897155.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
Tercer trimestre del 2011,Hombre,2112804.0,Más de 1 hasta 2 salarios mínimos,Secundaria completa
